"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
31.7170920973073,14.9805587495212,0,10.6275314360391,0,11.1713994189631,17.8743917681277,25.0936441193335,29.0717642824166,12.0854449644685,11.2512166099623,10.4905397526454,6.7805575102102,11.7070915945806,13.1911733956076,26.7338437680155,12.1588760300074,0,0,0,17.6384991104715
28.7196789269969,28.7898062623572,0,21.9895607978106,0,11.6971886204556,24.6919493027963,23.9482936810236,12.0130907406565,13.2751282141544,16.3986439420842,26.7536332609598,16.1834950803313,7.57457018597052,21.9797769340221,13.9431122934911,11.6011917428114,0,0,1,12.2752150241286
25.0459230612846,18.5787693143357,0,23.7478785112035,1,19.9820952152368,8.86062471661717,20.0475196132902,10.5112278903835,6.21746634249575,24.333200075198,26.3795043120626,20.9531087672804,5.44050007127225,15.9267403022386,14.9426596367266,16.3140293455217,1,1,1,12.8090541763231
47.3262046622816,24.0698898921255,1,24.5691837696359,1,24.1352275433019,21.3397615717258,23.7040343182161,22.5122091430239,14.411223011557,28.3278981409967,17.3172850580886,28.5166985192336,10.4528445587493,11.2319059739821,25.8246595633682,25.6535837845877,0,0,0,5.27139016310684
54.6254988057256,18.7709670700133,1,6.00368240964599,1,25.8524725632742,28.4117159270681,10.3715748537797,5.36843754933216,17.1411306899972,11.295215600403,12.9883456986863,26.413593593752,10.6821412988938,23.3576224429999,26.7512500821613,26.3668768526986,1,1,1,23.0734776135068
60.1239469260052,15.5255927017424,1,17.9948397923727,0,19.5256961928681,17.8599792544264,26.7851849680301,29.0848834568169,23.9079335948918,5.90479887439869,10.3657707117964,23.0905203043949,14.0025089564733,10.6538190227002,22.5610780075658,17.773448281223,1,0,0,17.6136103761382
24.3990255539134,16.6922942863312,0,18.2240923063364,0,7.22909340518527,11.2009024608415,14.3955134623684,17.7388558117673,14.3913213000633,23.5143438749947,10.6383470713627,10.0058591645211,17.9212567175273,25.1960451668128,18.780264853267,6.32571961148642,1,0,1,11.0868350439705
25.6527337668138,20.3323405655101,0,29.0934890462086,0,22.2527749906294,22.3991946561728,10.771813885076,17.8963370341808,21.645914100809,15.7435394485947,25.4645987600088,6.95655492134392,15.8027375128586,21.3899645791389,29.1148320492357,27.9220353940036,1,0,0,15.4582292377017
6.88563281238981,10.9427846979816,0,11.7882273113355,0,22.0720667811111,8.03649021079764,23.9673212473281,5.29573281062767,5.78946341527626,21.1336386343464,7.07826212281361,16.5396533161402,25.0183378183283,15.9194774762727,15.5979409825522,21.221156163374,1,1,1,26.1172112321947
17.9364540922861,11.3667538750451,0,8.17378094187006,0,6.3781713321805,13.1221968110185,11.992638920201,24.0355707192793,17.2370220604353,8.9717530424241,7.46386348735541,18.5360566549934,25.9608344361186,9.03062393306755,21.7228025500663,24.4830566586461,1,0,1,11.6342524485663
58.9460106309537,28.6720150220208,1,14.8597676493227,0,15.5994686600752,7.75412685004994,16.8413638090715,17.7024032524787,21.1233714490663,22.8877506928984,22.7844875724986,9.98890151502565,11.1851784295868,24.9832132610027,16.2495079694781,6.75833076355048,0,0,1,19.363634941401
61.7228425133137,24.5695212460123,1,11.0464791313279,0,18.4921692952048,18.8788278156426,24.6944491006434,23.2973391376436,24.2500954843126,14.6228282083757,16.2954971438739,23.0231891979929,15.436821822077,26.0911089205183,7.47395673650317,12.5479191611521,0,0,0,19.3180114566348
23.9196983470772,20.4217129631434,0,23.6787376995198,1,23.7499936379027,24.0906350384466,16.9318755518179,19.0826837858185,19.3952632148284,12.3007560626138,11.6838462371379,11.5402603708208,21.431134234881,10.6839007884264,10.0314222928137,25.6601130543277,0,0,1,8.98532907711342
45.0966130277451,8.08099841349758,1,23.0284692847636,0,26.2078473297879,7.01797605259344,16.4975435775705,6.74426703015342,8.39900247636251,9.95738422032446,16.5353640634567,13.6086193507072,27.9117550246883,25.3818676644005,22.5286532146856,16.1159298277926,1,0,1,9.94631619658321
50.6564638507508,16.9253110897262,1,21.5968471963424,1,11.5643110719975,22.3212646041065,8.67193497950211,16.8825132958591,10.2638840395957,26.0170563834254,11.9872029707767,22.9917382774875,25.3536686312873,23.3452837343793,22.8153149201535,17.548022181727,1,1,1,24.250609993469
19.4793913630586,12.2248095530085,0,18.5654226993211,1,9.52926725847647,11.4137787965592,19.9043668352533,8.73153974069282,27.6305866322946,8.23583267745562,10.2787043678109,5.60876376228407,13.7405239755753,21.9846086238977,20.20283833961,23.9046147745103,1,1,1,23.6138009128626
52.3853280013777,8.39378584758379,1,20.3903131722473,1,23.7205791415181,10.2281531796325,21.2860205746256,13.2593235536478,13.9084547536913,16.2262801383622,16.3757281855214,26.4154339337256,6.96669473662041,9.14754772209562,5.845695118187,29.0658807742875,0,0,0,25.3407361230347
59.3547115807391,20.4324340459425,1,25.6809078692459,0,26.8284304079134,25.7215655071195,26.7164483619854,28.8445485651027,29.3851183680817,22.9213132185396,15.7247696490958,10.7982158381492,28.5330105409957,18.935363816563,15.9182400803547,8.72890558792278,0,0,0,12.606638193829
56.8997601207108,25.4880769422743,1,21.8570406851359,0,12.1960491535719,22.8742332267575,14.1120924451388,18.916592678288,20.482136310311,22.582089966163,11.4926201128401,27.7526463917457,27.9959824704565,23.901016341988,13.385703957174,6.49716129526496,0,0,0,26.3932582992129
55.1754665649532,23.8879141293,1,6.94757772842422,1,27.2463030193467,14.7201347933151,22.4810795928352,7.67277181847021,18.1524848868139,27.0674380485434,18.2292124151718,5.11031155590899,14.9686658359133,9.51303423615173,19.7450627584476,20.8971552504227,1,0,0,15.2461731701624
29.7722143793065,27.9915265925229,0,9.39518704661168,0,8.94164532772265,23.3982643648051,24.9607949878555,15.0072670669761,18.2407897966914,19.8975737567525,8.11462535173632,27.2177536983509,10.8769848488737,27.0676449593157,20.3997397283092,7.19303200137801,0,0,1,9.58151989732869
15.1432733023628,5.51319755148143,0,28.7304528185632,0,19.7231586219277,13.6151241674088,11.3814334978815,24.2268273676746,11.1796219204552,26.8295546597801,12.8739677672274,17.7562117006164,21.6188491275534,8.14937116345391,16.0567876487039,21.392312181415,0,1,1,18.2930363237392
19.1625373728993,9.86225916538388,0,5.50475876196288,0,14.0155533747748,15.8889823313802,16.8714680604171,17.4119874148164,14.208287432557,13.4978911327198,26.3682248839177,14.0459090541117,24.0209220862016,24.7965231433045,25.4803684377111,22.9877546033822,0,0,1,16.6803702781908
28.1364815500772,19.3800106889103,0,28.9244631142356,0,22.8763148549479,20.3958595066797,26.9826127809938,20.1231675466988,8.40607534744777,15.947566392133,16.3921697542537,29.8756649496499,21.2183384061791,8.08838277705945,15.465575393755,26.2029630958568,0,1,0,29.2867842840496
46.8461202697986,13.6065786017571,1,9.51865933137015,0,26.6655750875361,21.1383512429893,26.5774252137635,22.4728801648598,10.9093992575072,10.4616816807538,27.9256342106964,7.65446230769157,5.96455626771785,15.4818661871832,5.4432984511368,17.699146126397,1,1,1,12.4755746521987
52.4653997204778,12.3378912173212,1,28.120594030479,1,28.0667120253202,13.2125717890449,11.7768549604807,29.2965782061219,27.4256557412446,9.52972615603358,21.2395092600491,13.2994953379966,23.1695484672673,20.4516948503442,16.0959377780091,21.3528992270585,0,0,0,15.1281349081546
49.2517963162022,12.1427787246648,1,26.6047207009979,1,9.27176639786921,21.776128107449,24.966529548401,23.0351693823468,26.9971560989507,5.90768135269172,14.0170922572725,10.1604091655463,21.4426520292182,13.7691616849042,9.42968477145769,29.55873414292,1,1,0,11.4604136394337
13.8562057438898,8.28338359249756,0,18.0268576438539,0,9.29831723449752,17.990659812931,21.0642177856062,23.2349647628143,6.26737611717544,7.25493744947016,27.5910126813687,29.1565989272203,12.446445140522,14.9941255117301,5.32856222824194,5.25749409105629,0,0,1,17.8314179426525
53.6405279919811,22.6751943188719,1,7.89168007439002,1,12.0860292762518,17.9762045049574,5.95229701837525,5.56231117341667,29.974232952809,24.0786236547865,12.2975799266715,13.8269572006539,8.81585041759536,27.6590518257581,10.6986817449797,8.79956371034496,1,0,0,16.7877961834893
9.43936180463936,6.55373939196579,0,14.2173253069632,0,11.3071675715037,15.113129025558,5.83118992042728,8.21612388943322,9.17219015071169,14.3126103456598,7.65385332750157,14.0519857476465,27.1903042925987,17.7291772630997,6.4635518018622,28.1012042204384,1,0,1,23.2886286696885
19.2249819748533,26.0380254371557,0,23.7213615863584,0,8.21714447927661,20.8291757688858,19.9243355088402,17.8333928238135,19.5099578483496,5.69312858977355,20.9568989300169,6.17190092569217,18.4536150260828,22.4756610882469,18.5813847649843,29.1845684067812,0,0,1,21.7855358798988
45.4576489147232,6.20456067379564,1,25.1956139935646,0,7.80444642412476,19.5317109418102,26.0932076035533,19.369600918144,5.14671258977614,16.3603936682921,12.5049132457934,26.255098702386,6.57581288949586,28.4334851906169,7.9658219369594,15.134995309636,0,1,1,11.2891557347029
11.5392985145157,6.77280369680375,0,5.01627664314583,1,15.3264567034785,27.3933179164305,24.0284813696053,21.9198908028193,29.8681181343272,23.7636059708893,18.9569683582522,12.6368954149075,5.07663721917197,17.177794938907,26.9234449672513,21.1292188160587,0,1,1,12.2333475516643
54.2937188128905,21.4272052061278,1,14.3506768345833,0,16.3336584006902,15.8866526628844,18.7730950664263,21.407011821866,26.0362004465424,24.6330955426674,25.6569111382123,21.5669914102182,19.9407977296505,25.0869950873312,18.8884735992178,25.5401449580677,1,0,0,9.62985298363492
23.9276733183671,27.1989224897698,0,20.6203763675876,1,12.4487180623692,28.5847787174862,16.3161113578826,26.4629582129419,24.3151921499521,14.3727480620146,24.576688244706,17.6670148456469,7.19838527264073,25.5437846365385,7.46957469498739,7.1460706484504,0,0,0,5.47060935175978
11.4164040171024,6.73795139417052,0,7.25586847518571,1,11.1227375699673,24.8875665664673,9.48787542409264,21.3063569343649,12.0509139623027,27.2147659747861,23.5386263998225,12.8041301574558,28.0563053162768,8.73053537332453,9.00716501753777,20.2328605938237,1,0,1,23.7823661719449
50.4645193414347,8.08203148888424,1,23.1637729518116,1,8.0495731451083,16.7049136839341,15.3360229288228,20.4537932830863,13.8138989114668,5.78933971235529,19.8137856216636,18.2905245467555,19.4912498653866,17.0018019690178,16.2516572640743,10.8789881994016,0,1,1,25.4089276026934
65.5420700515147,28.3207357639913,1,8.68330940254964,0,12.5287265412044,23.6592246289365,22.9409684613347,9.30162100237794,25.322021614993,17.7827475313097,5.96234770608135,24.4539984047879,7.01190479565412,5.52377776592039,20.5739195004571,7.85739436512813,1,0,0,5.03283091937192
29.7830000583692,22.3066169081721,0,27.4357861676253,0,21.1725732730702,5.33340830705129,5.61240948853083,24.7921631392092,25.463027205551,19.7577922209166,23.7191621749662,24.930938759353,20.2127992827445,18.820070552174,24.0637594205327,8.70774375041947,0,0,0,14.2936701548751
16.535097415991,15.9309661958832,0,19.3635044398252,0,13.0545470467769,13.3951727021486,14.0111680445261,19.4770670856815,6.73367825918831,25.7276551343966,23.5331633256283,6.60318491980433,6.17597489152104,25.1069016940892,10.7994220638648,12.3740340129007,0,0,0,25.1351712574251
